Row,ID,Height,Weight (in),Release Clause (Eur),Value (Eur),Wage (Eur)
13522,208771,73,165,609000,375000,1000
13523,236675,72,163,14000000,600000,3000
13524,245635,70,157,15000000,675000,2000
13525,225924,66,141,471000,325000,3000
13526,229508,72,170,660000,400000,2000
13527,231556,69,148,572000,375000,1000
13528,242308,70,165,495000,300000,5000
13529,216453,70,148,593000,325000,2000
13530,234629,74,185,,475000,3000
13531,235397,71,172,829000,425000,2000
13532,201094,73,146,634000,325000,2000
13533,213894,73,150,683000,350000,3000
13534,226182,74,194,151000,70000,1000
13535,230534,74,181,572000,375000,1000
13536,238214,77,192,544000,375000,1000
13537,235655,63,130,149000,90000,3000
13538,237959,71,157,551000,350000,1000
13539,245639,71,159,,625000,4000
13540,208776,78,203,486000,290000,2000
13541,235656,66,150,786000,425000,5000
13542,208009,70,150,730000,400000,1000
13543,226186,72,165,623000,280000,2000
13544,184714,72,179,473000,270000,4000
13545,235147,71,154,595000,350000,1000
13546,239244,71,146,659000,425000,1000
13547,240012,67,143,900000,500000,2000
13548,182156,71,161,372000,240000,1000
13549,211597,70,159,684000,375000,2000
13550,242573,65,143,16000000,675000,1000
13551,177549,72,161,348000,240000,2000
13552,243853,70,176,834000,375000,1000
13553,212366,69,165,829000,425000,2000
13554,244110,72,176,534000,375000,1000
13555,245390,68,139,12000000,475000,1000
13556,199311,69,150,350000,280000,1000
13557,197776,69,137,464000,350000,1000
13558,246416,71,163,16000000,600000,3000
13559,209041,72,185,330000,200000,3000
13560,240529,70,143,855000,475000,1000
13561,232338,72,172,384000,290000,1000
13562,236434,69,176,621000,350000,3000
13563,242578,76,170,14000000,550000,4000
13564,10899,73,183,280000,160000,4000
13565,220819,72,165,530000,400000,1000
13566,244115,74,176,683000,350000,1000
13567,246419,68,139,16000000,650000,1000
13568,195219,74,163,548000,300000,2000
13569,241044,75,172,723000,425000,1000
13570,245652,73,176,998000,475000,4000
13571,184980,70,161,357000,230000,1000
13572,223381,71,159,511000,280000,2000
13573,234645,75,165,,375000,6000
13574,234901,72,150,908000,550000,1000
13575,245653,71,163,616000,425000,1000
13576,157590,76,205,174000,120000,1000
13577,237718,70,141,1000000,525000,1000
13578,199831,74,192,304000,190000,3000
13579,214679,76,192,508000,350000,1000
13580,182423,74,176,,230000,4000
13581,176792,74,181,300000,240000,1000
13582,242328,72,163,13000000,575000,3000
13583,213401,69,159,496000,325000,1000
13584,234649,73,176,534000,350000,3000
13585,182681,71,161,385000,220000,2000
13586,211610,74,165,,450000,2000
13587,222618,69,157,406000,325000,1000
13588,225946,69,170,15000000,575000,5000
13589,231834,72,170,14000000,650000,3000
13590,235162,72,179,740000,400000,4000
13591,237978,71,172,810000,450000,3000
13592,241562,70,165,698000,450000,1000
13593,192154,72,163,525000,300000,2000
13594,244635,72,172,,625000,3000
13595,235932,76,185,11000000,425000,1000
13596,243100,70,154,881000,375000,2000
13597,243868,77,187,544000,375000,2000
13598,244380,71,157,16000000,575000,1000
13599,246428,70,168,11000000,500000,2000
13600,201117,75,176,385000,270000,1000
13601,222621,73,165,645000,290000,2000
13602,237213,73,172,13000000,525000,6000
13603,242077,73,170,855000,475000,1000
13604,219550,77,203,684000,375000,2000
13605,225694,73,157,731000,375000,1000
13606,229534,70,176,504000,325000,1000
13607,237982,65,141,13000000,675000,1000
13608,238238,70,174,670000,400000,3000
13609,192158,72,176,288000,230000,1000
13610,239775,69,154,,350000,4000
13611,240031,72,168,11000000,450000,1000
13612,245151,69,152,413000,250000,2000
13613,223904,69,157,701000,425000,1000
13614,239776,70,159,743000,450000,1000
13615,226721,70,161,515000,290000,1000
13616,242081,72,165,13000000,625000,2000
13617,211362,73,176,543000,350000,1000
13618,216226,72,168,548000,300000,2000
13619,224418,73,168,725000,500000,1000
13620,225442,67,159,825000,500000,2000
13621,209315,70,165,683000,350000,2000
13622,228771,69,165,736000,475000,1000
13623,237475,70,154,808000,475000,2000
13624,203428,71,165,829000,425000,3000
13625,231588,69,163,700000,400000,1000
13626,245156,73,172,613000,350000,1000
13627,221349,72,159,12000000,550000,6000
13628,236197,74,181,601000,325000,4000
13629,244133,72,170,675000,375000,1000
13630,182949,73,181,,170000,3000
13631,193957,71,168,455000,260000,3000
13632,228006,73,161,723000,425000,1000
13633,233382,68,132,616000,425000,1000
13634,234918,67,163,698000,450000,1000
13635,244134,69,154,16000000,625000,2000
13636,244390,74,176,609000,375000,3000
13637,209831,75,194,609000,325000,1000
13638,227751,69,148,431000,325000,1000
13639,240807,74,159,16000000,675000,1000
13640,241575,72,150,850000,500000,1000
13641,242343,74,154,13000000,600000,1000
13642,244903,69,168,577000,325000,4000
13643,246439,70,148,855000,475000,1000
13644,233128,68,152,878000,450000,1000
13645,169896,72,187,298000,170000,2000
13646,198825,69,165,684000,375000,2000
13647,213673,70,148,11000000,550000,2000
13648,220841,67,132,698000,450000,1000
13649,239529,72,154,825000,550000,3000
13650,243881,70,163,660000,400000,1000
13651,192937,72,174,384000,290000,1000
13652,223146,70,172,701000,425000,2000
13653,210347,76,216,536000,325000,2000
13654,186539,71,159,218000,150000,5000
13655,223404,75,176,569000,325000,2000
13656,226220,68,143,935000,550000,1000
13657,241068,70,159,18000000,650000,3000
13658,244652,69,154,371000,280000,2000
13659,246188,68,176,950000,500000,3000
13660,215725,72,161,863000,375000,3000
13661,240045,72,165,,475000,3000
13662,246189,74,154,,0,0
13663,235950,69,172,610000,400000,3000
13664,237742,70,159,508000,350000,1000
13665,244398,67,165,731000,375000,1000
13666,234671,74,176,15000000,650000,4000
13667,242351,68,141,300000,240000,2000
13668,211888,71,159,471000,325000,2000
13669,236721,73,152,15000000,600000,1000
13670,238769,69,141,720000,450000,1000
13671,242865,69,152,760000,400000,2000
13672,221106,73,190,691000,350000,7000
13673,233394,70,161,15000000,525000,2000
13674,238514,67,150,866000,525000,2000
13675,222387,75,185,780000,400000,1000
13676,225203,74,183,829000,425000,1000
13677,232371,71,159,250000,200000,1000
13678,228788,71,165,,475000,6000
13679,229045,72,176,829000,425000,1000
13680,243125,69,154,431000,325000,1000
13681,244661,69,161,11000000,550000,1000
13682,242102,75,192,14000000,600000,3000
13683,187830,71,176,465000,300000,1000
13684,198071,69,154,639000,350000,3000
13685,211127,73,181,497000,375000,1000
13686,230583,68,152,743000,450000,1000
13687,240311,72,170,788000,350000,9000
13688,208056,69,159,406000,325000,1000
13689,213688,70,157,945000,450000,4000
13690,163768,71,172,123000,70000,1000
13691,169912,69,159,525000,300000,3000
13692,237496,70,152,866000,525000,1000
13693,246200,74,176,788000,375000,3000
13694,221369,70,152,604000,350000,5000
13695,213434,69,143,829000,425000,3000
13696,214458,68,152,311000,230000,1000
13697,229818,73,159,660000,400000,2000
13698,231354,73,154,810000,450000,2000
13699,244410,70,146,880000,400000,2000
13700,244923,72,163,684000,375000,3000
13701,223676,71,152,572000,375000,3000
13702,232636,69,141,689000,475000,2000
13703,232892,67,150,288000,230000,1000
13704,243132,71,154,,600000,2000
13705,231613,72,154,,450000,6000
13706,244157,67,139,420000,240000,1000
13707,204222,69,154,684000,375000,2000
13708,163774,68,161,473000,270000,2000
13709,230590,69,172,878000,450000,1000
13710,239038,72,152,780000,400000,1000
13711,244670,71,170,357000,230000,1000
13712,222399,72,181,,400000,9000
13713,230847,71,154,13000000,575000,1000
13714,238271,69,139,15000000,650000,2000
13715,240575,74,165,765000,425000,1000
13716,245439,72,168,808000,475000,2000
13717,213696,73,159,,525000,11000
13718,231616,75,185,761000,525000,2000
13719,231872,72,192,878000,450000,1000
13720,239552,73,183,569000,325000,2000
13721,183744,67,146,392000,270000,3000
13722,203969,72,187,529000,290000,1000
13723,222145,73,172,464000,350000,1000
13724,102593,69,150,123000,70000,2000
13725,235457,75,187,464000,350000,1000
13726,237249,69,141,701000,425000,1000
13727,193473,75,185,431000,325000,1000
13728,232898,69,146,798000,550000,2000
13729,237250,74,185,495000,300000,1000
13730,243906,69,143,723000,425000,2000
13731,178626,72,132,525000,300000,1000
13732,244418,74,181,690000,300000,1000
13733,208067,74,194,238000,190000,1000
13734,243395,71,146,534000,350000,1000
13735,189891,72,152,529000,290000,2000
13736,138180,67,172,228000,130000,2000
13737,242116,69,143,829000,425000,2000
13738,191684,75,185,250000,200000,1000
13739,182469,72,154,258000,120000,2000
13740,225734,73,163,731000,375000,3000
13741,229062,69,141,639000,350000,2000
13742,233158,69,154,413000,300000,2000
13743,244166,66,137,324000,240000,1000
13744,193478,74,168,455000,260000,2000
13745,176839,71,165,213000,170000,1000
13746,52679,74,194,70000,40000,1000
13747,245704,68,152,788000,450000,1000
13748,214473,73,176,385000,270000,1000
13749,235465,72,159,675000,375000,1000
13750,203210,73,170,548000,300000,2000
13751,181962,75,165,430000,200000,3000
13752,212683,75,176,569000,325000,2000
13753,226507,69,150,,425000,5000
13754,229324,70,172,945000,450000,3000
13755,235980,71,168,13000000,625000,1000
13756,237772,71,163,800000,500000,2000
13757,181964,71,172,366000,170000,2000
13758,215501,68,137,534000,350000,3000
13759,170445,72,163,473000,270000,1000
13760,237005,69,139,689000,475000,1000
13761,224718,71,157,810000,400000,2000
13762,232910,71,154,398000,300000,1000
13763,233934,74,170,14000000,550000,4000
13764,236750,70,148,616000,425000,1000
13765,202959,70,165,350000,280000,1000
13766,206031,73,181,610000,400000,3000
13767,235215,69,148,15000000,675000,1000
13768,243919,70,148,935000,425000,3000
13769,216272,73,170,508000,290000,1000
13770,171984,71,179,210000,120000,1000
13771,239312,70,157,,525000,3000
13772,241872,72,172,12000000,600000,1000
13773,242128,67,139,406000,325000,1000
13774,209361,70,174,,0,0
13775,233169,70,152,508000,350000,1000
13776,238801,72,161,496000,325000,1000
13777,224466,71,159,1000000,425000,3000
13778,233426,70,161,14000000,575000,9000
13779,245714,69,154,16000000,575000,3000
13780,193235,72,165,400000,250000,4000
13781,235476,72,163,609000,375000,1000
13782,238036,69,154,14000000,675000,2000
13783,212693,74,168,530000,400000,1000
13784,221653,76,187,675000,375000,1000
13785,237781,70,168,213000,170000,2000
13786,243157,66,134,950000,500000,7000
13787,245717,72,163,978000,425000,1000
13788,189909,72,165,,190000,2000
13789,221398,69,148,800000,500000,1000
13790,224982,72,172,,425000,4000
13791,238038,69,157,13000000,650000,1000
13792,243926,72,154,548000,300000,1000
13793,244694,66,123,16000000,650000,1000
13794,246230,73,165,16000000,625000,2000
13795,190934,65,132,621000,350000,2000
13796,244183,70,170,825000,500000,1000
13797,244695,73,154,15000000,625000,1000
13798,245719,74,190,701000,425000,1000
13799,204248,70,148,530000,400000,1000
13800,223960,70,150,1000000,525000,2000
13801,226264,71,165,775000,500000,1000
13802,229848,78,203,616000,425000,1000
13803,236760,72,165,,425000,1000
13804,240600,73,163,,525000,5000
13805,242648,70,154,850000,500000,1000
13806,201945,69,150,730000,400000,1000
13807,206297,72,168,324000,240000,1000
13808,218585,70,163,613000,350000,1000
13809,245209,67,134,13000000,650000,1000
13810,199130,77,203,213000,170000,1000
13811,216794,74,168,,450000,3000
13812,232410,72,172,683000,325000,4000
13813,244954,69,154,496000,325000,2000
13814,223963,74,176,15000000,600000,6000
13815,237787,69,161,150000,120000,2000
13816,244955,70,154,534000,350000,2000
13817,245211,71,150,11000000,550000,1000
13818,236764,70,152,675000,450000,1000
13819,221149,72,152,731000,375000,1000
13820,233181,70,161,375000,300000,2000
13821,237789,72,161,464000,350000,1000
13822,245213,74,154,1000000,450000,1000
13823,135646,70,159,174000,120000,1000
13824,218846,72,170,270000,200000,1000
13825,239582,74,174,578000,350000,2000
13826,220383,72,159,540000,300000,1000
13827,157407,73,179,264000,170000,1000
13828,166879,74,190,113000,90000,1000
13829,234207,69,143,14000000,550000,4000
13830,242911,74,176,900000,375000,3000
13831,200928,75,165,684000,375000,2000
13832,214752,70,170,439000,325000,1000
13833,220640,72,152,765000,425000,2000
13834,241889,69,148,18000000,650000,1000
13835,217826,74,165,730000,400000,2000
13836,242914,71,165,11000000,600000,1000
13837,222947,73,154,593000,325000,2000
13838,242147,69,154,311000,230000,1000
13839,243939,70,146,731000,375000,1000
13840,207588,74,176,384000,290000,1000
13841,232164,72,165,325000,260000,1000
13842,244708,72,172,12000000,500000,2000
13843,211173,72,170,690000,400000,4000
13844,243429,72,148,978000,425000,2000
13845,232678,73,168,508000,350000,1000
13846,237286,70,170,16000000,625000,4000
13847,194790,73,183,593000,325000,2000
13848,230631,75,187,436000,260000,1000
13849,169447,69,150,338000,270000,1000
13850,237543,74,181,863000,375000,1000
13851,176103,73,176,208000,160000,3000
13852,243431,75,190,978000,425000,2000
13853,194791,67,154,609000,375000,1000
13854,152552,78,212,298000,170000,1000
13855,229864,74,170,810000,450000,2000
13856,231912,73,172,689000,475000,1000
13857,237800,71,170,530000,400000,2000
13858,240616,72,159,12000000,500000,1000
13859,244456,76,172,,400000,5000
13860,172265,74,174,490000,280000,2000
13861,239337,71,159,609000,375000,1000
13862,210922,69,148,495000,300000,4000
13863,226538,74,174,447000,325000,2000
13864,233706,72,172,12000000,600000,1000
13865,219627,69,154,775000,500000,1000
13866,229355,73,172,363000,290000,2000
13867,242155,70,154,620000,400000,1000
13868,227052,69,159,338000,250000,1000
13869,243692,72,165,578000,350000,1000
13870,244460,70,165,731000,375000,1000
13871,244716,73,163,13000000,475000,1000
13872,212973,75,196,,325000,3000
13873,231661,71,181,,375000,3000
13874,233965,69,148,765000,450000,2000
13875,239341,71,148,13000000,575000,1000
13876,240109,72,185,12000000,525000,2000
13877,180717,74,198,50000,40000,1000
13878,226286,74,194,471000,325000,3000
13879,232686,69,161,375000,300000,1000
13880,237550,76,209,723000,425000,1000
13881,242159,74,183,435000,300000,1000
13882,238576,76,194,984000,525000,1000
13883,242160,73,170,431000,325000,1000
13884,246256,71,165,850000,425000,3000
13885,216817,75,185,,450000,1000
13886,233969,73,176,619000,375000,1000
13887,244209,70,146,13000000,625000,1000
13888,245745,71,159,788000,450000,1000
13889,183025,74,172,300000,240000,1000
13890,215026,70,165,471000,325000,3000
13891,243954,67,139,808000,475000,3000
13892,190962,74,183,,260000,3000
13893,198899,72,174,300000,240000,2000
13894,220147,72,172,578000,350000,2000
13895,241651,74,168,17000000,675000,6000
13896,245491,72,172,13000000,575000,5000
13897,182003,73,187,331000,250000,1000
13898,226804,73,168,553000,325000,2000
13899,240628,71,154,831000,475000,1000
13900,220149,70,154,,375000,5000
13901,232949,73,176,270000,200000,1000
13902,241653,72,174,371000,280000,1000
13903,193013,71,168,350000,200000,2000
13904,214007,67,152,690000,400000,5000
13905,222199,73,176,723000,325000,3000
13906,229367,73,201,,525000,7000
13907,238071,73,179,829000,425000,1000
13908,240119,69,134,13000000,675000,1000
13909,243703,71,157,530000,400000,2000
13910,210424,72,154,593000,325000,2000
13911,226552,72,163,945000,450000,7000
13912,227576,74,161,311000,230000,1000
13913,239096,75,176,744000,425000,2000
13914,240888,74,176,903000,425000,1000
13915,226553,70,159,1000000,475000,2000
13916,229881,70,154,723000,425000,1000
13917,231929,70,141,,450000,5000
13918,232185,71,150,14000000,600000,2000
13919,240633,74,176,798000,550000,1000
13920,192761,69,172,431000,325000,1000
13921,204282,71,168,829000,425000,1000
13922,215546,75,201,412000,270000,1000
13923,240634,75,172,831000,475000,1000
13924,243706,71,165,616000,425000,2000
13925,189434,74,172,319000,220000,1000
13926,238587,71,179,880000,400000,2000
13927,241403,71,163,19000000,650000,2000
13928,241659,72,159,14000000,675000,2000
13929,242683,72,161,16000000,625000,2000
13930,244219,70,154,398000,300000,2000
13931,225532,73,163,935000,425000,3000
13932,235516,70,139,508000,350000,1000
13933,237308,71,170,616000,425000,2000
13934,242172,67,139,530000,400000,1000
13935,243452,68,141,17000000,675000,5000
13936,53756,75,187,278000,150000,4000
13937,188924,72,154,297000,220000,1000
13938,237053,66,132,1000000,450000,1000
13939,244477,72,170,17000000,650000,2000
13940,235519,73,179,580000,400000,1000
13941,189695,70,146,569000,325000,2000
13942,192255,67,154,465000,300000,1000
13943,210944,71,141,431000,325000,2000
13944,223744,71,176,473000,270000,1000
13945,231936,72,159,13000000,500000,5000
13946,237312,67,154,14000000,550000,3000
13947,239360,75,174,1000000,400000,3000
13948,240128,73,152,930000,400000,2000
13949,241408,72,154,619000,375000,1000
13950,242944,73,181,314000,220000,1000
13951,152065,72,179,125000,100000,2000
13952,239617,71,150,760000,400000,4000
13953,243713,77,216,715000,325000,3000
13954,243969,71,165,616000,425000,2000
13955,245249,69,154,11000000,525000,2000
13956,210690,74,194,377000,260000,1000
13957,228098,74,192,394000,250000,1000
13958,229378,67,163,,550000,6000
13959,232194,70,132,465000,300000,1000
13960,242178,71,165,480000,300000,1000
13961,242434,72,150,16000000,550000,7000
13962,204291,69,154,683000,350000,1000
13963,228611,71,190,345000,200000,2000
13964,202244,74,207,331000,210000,1000
13965,203268,66,139,593000,325000,2000
13966,236804,71,172,1000000,475000,1000
13967,234501,73,176,544000,375000,1000
13968,246277,69,154,13000000,450000,1000
13969,226822,68,143,945000,450000,5000
13970,238854,67,141,479000,290000,1000
13971,221447,69,163,457000,290000,1000
13972,225543,72,152,585000,300000,1000
13973,239623,68,128,720000,400000,6000
13974,241927,69,152,11000000,550000,2000
13975,236296,69,154,765000,450000,2000
13976,178696,72,170,217000,140000,1000
13977,231945,74,172,431000,325000,2000
13978,169481,73,170,350000,200000,3000
13979,236297,68,146,938000,475000,1000
13980,215562,67,148,634000,325000,2000
13981,224266,74,161,731000,375000,2000
13982,228106,75,170,,375000,5000
13983,231178,74,176,578000,350000,1000
13984,241930,72,159,11000000,500000,1000
13985,199691,70,150,284000,210000,1000
13986,231947,75,176,891000,475000,1000
13987,232203,73,187,,550000,5000
13988,245003,76,205,511000,280000,1000
13989,170252,70,154,420000,240000,4000
13990,229901,79,174,13000000,500000,3000
13991,232461,74,172,384000,290000,1000
13992,241165,70,132,,325000,1000
13993,198927,69,159,350000,200000,3000
13994,243727,76,187,332000,170000,2000
13995,228368,71,168,683000,325000,6000
13996,209169,72,179,330000,200000,4000
13997,227601,70,157,508000,350000,1000
13998,235537,66,141,12000000,525000,2000
13999,237329,72,157,13000000,525000,7000
14000,242705,69,141,496000,325000,1000
14001,245265,72,159,427000,280000,2000
14002,180753,71,176,250000,200000,2000
14003,231954,70,157,660000,290000,2000
14004,241170,70,154,638000,375000,2000
14005,227603,71,170,435000,300000,1000
14006,239635,71,159,581000,375000,1000
14007,237332,69,159,593000,325000,2000
14008,239892,68,143,13000000,500000,5000
14009,244500,72,174,261000,180000,2000
14010,205589,70,170,593000,325000,1000
14011,240661,69,150,12000000,500000,1000
14012,239382,71,176,189000,140000,1000
14013,186646,71,163,125000,100000,1000
14014,189206,71,157,455000,260000,2000
14015,214039,72,174,257000,190000,1000
14016,234519,71,176,543000,350000,1000
14017,235799,73,170,13000000,550000,1000
14018,245527,70,165,680000,400000,2000
14019,246039,69,143,11000000,475000,1000
14020,235288,71,139,13000000,550000,4000
14021,241688,70,154,12000000,475000,2000
14022,245016,71,154,11000000,525000,1000
14023,180760,71,165,33000,20000,2000
14024,241178,69,161,675000,375000,2000
14025,203547,72,157,486000,240000,2000
14026,243227,71,165,495000,300000,1000
14027,144156,73,176,203000,140000,2000
14028,226844,75,194,430000,200000,3000
14029,236316,71,154,11000000,425000,3000
14030,240156,69,150,660000,400000,1000
14031,242204,70,163,11000000,525000,1000
14032,215581,68,148,543000,350000,1000
14033,228637,73,161,13000000,500000,3000
14034,243741,74,179,660000,400000,1000
14035,202014,73,174,439000,270000,1000
14036,240926,74,154,11000000,425000,9000
14037,183070,73,192,203000,140000,1000
14038,212255,74,176,435000,290000,1000
14039,231967,75,205,397000,260000,2000
14040,243999,69,150,381000,250000,2000
14041,202528,70,165,493000,270000,2000
14042,242720,76,185,595000,350000,1000
14043,190240,70,179,456000,250000,2000
14044,239393,70,172,496000,325000,2000
14045,244257,71,163,12000000,500000,3000
14046,246049,68,154,1000000,450000,3000
14047,224546,69,154,723000,325000,2000
14048,242979,70,165,11000000,500000,2000
14049,244771,74,183,11000000,450000,1000
14050,221732,72,176,464000,350000,1000
14051,234788,72,176,946000,425000,1000
14052,211237,72,154,392000,270000,2000
14053,218661,71,157,,325000,6000
14054,231461,71,163,,0,0
14055,237605,70,172,14000000,525000,2000
14056,164647,73,174,213000,170000,1000
14057,235303,74,148,543000,350000,1000
14058,241191,73,170,543000,350000,1000
14059,244007,73,176,496000,325000,1000
14060,239656,69,150,660000,400000,1000
14061,244009,74,176,536000,325000,1000
14062,210474,73,152,412000,270000,3000
14063,220970,71,176,325000,260000,1000
14064,229930,70,139,634000,325000,2000
14065,236842,67,128,12000000,525000,2000
14066,225067,68,150,744000,425000,1000
14067,227371,75,187,176000,130000,1000
14068,235563,70,165,13000000,550000,1000
14069,215084,69,143,488000,300000,1000
14070,237356,71,168,325000,260000,1000
14071,240428,71,152,11000000,550000,1000
14072,240940,70,161,12000000,525000,3000
14073,241708,74,157,12000000,500000,1000
14074,179757,69,152,280000,160000,2000
14075,234286,69,143,11000000,550000,1000
14076,221487,72,157,698000,450000,1000
14077,224303,70,157,620000,400000,1000
14078,237359,75,209,305000,230000,1000
14079,202544,74,185,358000,270000,1000
14080,228912,73,170,436000,210000,2000
14081,234288,74,201,764000,325000,1000
14082,235824,69,154,938000,475000,1000
14083,203569,69,165,313000,250000,1000
14084,228401,77,185,553000,280000,4000
14085,240177,72,187,618000,325000,2000
14086,243505,66,132,,0,0
14087,244529,74,183,12000000,475000,2000
14088,189233,74,172,213000,170000,1000
14089,215090,70,159,543000,350000,1000
14090,225586,70,154,731000,375000,2000
14091,234803,72,168,634000,325000,1000
14092,240691,69,159,619000,375000,2000
14093,228148,68,179,14000000,550000,2000
14094,229172,70,152,540000,300000,1000
14095,236596,76,194,619000,375000,1000
14096,239668,73,183,713000,375000,3000
14097,245812,72,170,463000,325000,1000
14098,229173,71,165,12000000,500000,2000
14099,239925,70,143,11000000,550000,1000
14100,222007,75,183,507000,260000,1000
14101,225079,66,137,500000,290000,2000
14102,231479,74,179,,400000,2000
14103,240439,73,150,12000000,500000,1000
14104,244023,75,179,788000,450000,2000
14105,229176,70,159,11000000,475000,2000
14106,232504,73,176,504000,325000,2000
14107,238648,66,141,660000,400000,1000
14108,244536,76,196,593000,325000,3000
14109,208697,73,170,,280000,1000
14110,229433,77,185,510000,300000,1000
14111,244793,79,223,796000,350000,1000
14112,245817,72,170,543000,350000,1000
14113,203834,71,172,325000,260000,2000
14114,232506,72,185,,200000,2000
14115,239418,76,183,619000,375000,1000
14116,241210,74,176,735000,350000,2000
14117,203835,78,207,87000,60000,1000
14118,13883,70,161,140000,80000,1000
14119,211259,63,128,429000,260000,2000
14120,226107,72,174,230000,170000,1000
14121,231228,71,163,11000000,550000,2000
14122,182076,76,163,280000,130000,2000
14123,229438,68,148,619000,375000,1000
14124,237630,73,161,,0,0
14125,210495,70,159,330000,200000,2000
14126,221759,74,179,292000,220000,1000
14127,236351,69,165,465000,300000,1000
14128,221760,69,154,338000,270000,1000
14129,156480,74,172,,0,1000
14130,225600,70,159,537000,290000,4000
14131,19521,76,203,210000,120000,2000
14132,233281,69,154,371000,280000,1000
14133,238913,66,143,413000,250000,4000
14134,241217,78,194,750000,400000,1000
14135,223298,71,154,723000,325000,2000
14136,237378,70,157,14000000,550000,4000
14137,239682,67,146,889000,450000,1000
14138,240962,71,163,765000,450000,2000
14139,211011,74,192,507000,260000,1000
14140,240451,69,141,11000000,475000,2000
14141,221764,68,143,731000,375000,1000
14142,227653,75,205,378000,240000,1000
14143,212038,71,148,355000,200000,3000
14144,228935,75,194,366000,240000,1000
14145,243271,69,148,14000000,550000,6000
14146,222024,75,181,413000,250000,2000
14147,232520,71,159,,450000,4000
14148,241736,76,183,13000000,500000,1000
14149,208457,69,146,473000,270000,2000
14150,231241,68,146,,525000,1000
14151,239177,72,159,593000,325000,1000
14152,241737,74,168,938000,500000,1000
14153,227146,68,137,465000,300000,1000
14154,219467,71,150,634000,325000,2000
14155,241995,75,174,,400000,3000
14156,242507,67,152,694000,375000,4000
14157,245579,67,143,540000,300000,2000
14158,186188,73,183,383000,210000,2000
14159,200781,73,159,593000,325000,2000
14160,213837,74,172,471000,325000,1000
14161,238669,78,194,569000,325000,2000
14162,241485,70,159,13000000,475000,2000
14163,242253,75,181,12000000,550000,1000
14164,236878,74,176,468000,260000,1000
14165,242766,73,172,660000,400000,1000
14166,245582,72,165,731000,375000,1000
14167,224335,69,141,619000,375000,1000
14168,246352,70,161,15000000,475000,2000
14169,204881,77,154,488000,250000,1000
14170,214353,77,192,400000,250000,1000
14171,240722,74,172,522000,290000,1000
14172,242514,76,176,314000,220000,1000
14173,228691,73,163,,280000,3000
14174,242003,71,172,619000,375000,1000
14175,237140,72,170,508000,350000,1000
14176,237396,69,146,12000000,550000,1000
14177,210773,69,134,544000,375000,1000
14178,233045,73,161,13000000,550000,1000
14179,236629,72,161,1000000,425000,1000
14180,243797,72,174,412000,270000,1000
14181,163158,73,198,280000,160000,2000
14182,229974,71,165,878000,450000,1000
14183,237910,72,165,630000,350000,1000
14184,244054,67,150,593000,325000,1000
14185,216407,74,168,431000,325000,2000
14186,242263,70,179,,425000,1000
14187,210264,70,165,189000,130000,2000
14188,224088,74,159,438000,250000,3000
14189,240728,72,174,11000000,425000,1000
14190,224345,70,146,412000,270000,1000
14191,232281,65,154,765000,425000,2000
14192,237657,71,159,12000000,500000,2000
14193,242777,69,154,600000,400000,2000
14194,237146,70,154,863000,375000,3000
14195,243802,69,148,496000,325000,2000
14196,224859,73,154,,550000,2000
14197,233051,69,159,13000000,525000,7000
14198,223580,69,168,438000,250000,3000
14199,228188,70,163,,0,0
14200,229468,68,148,520000,325000,1000
14201,238684,74,174,442000,290000,1000
14202,243549,72,168,638000,290000,4000
14203,244573,70,165,988000,425000,6000
14204,239710,75,174,540000,300000,1000
14205,203615,69,154,397000,260000,2000
14206,213344,76,172,566000,290000,2000
14207,242528,69,150,11000000,525000,1000
14208,243808,74,172,604000,350000,4000
14209,221281,74,154,780000,400000,2000
14210,224097,69,146,,325000,5000
14211,176737,69,159,290000,200000,1000
14212,246113,69,152,805000,350000,3000
14213,231522,70,157,300000,240000,1000
14214,232290,72,163,705000,300000,2000
14215,240738,72,181,431000,325000,1000
14216,237411,73,161,,425000,6000
14217,244835,68,146,760000,400000,8000
14218,208485,68,157,,0,0
14219,227173,72,159,543000,350000,1000
14220,238949,68,148,660000,400000,1000
14221,242534,69,150,11000000,525000,1000
14222,183142,73,157,403000,230000,2000
14223,210791,72,172,297000,180000,4000
14224,224615,67,148,723000,325000,3000
14225,225383,70,141,788000,375000,9000
14226,236391,65,123,11000000,475000,1000
14227,238695,75,179,471000,290000,1000
14228,223080,72,161,455000,260000,3000
14229,239464,70,154,581000,375000,1000
14230,191336,73,174,275000,200000,1000
14231,228457,74,174,593000,325000,1000
14232,235369,70,143,508000,350000,1000
14233,214634,69,141,548000,300000,2000
14234,228970,70,154,363000,250000,4000
14235,234858,74,194,508000,290000,1000
14236,236394,73,187,578000,350000,1000
14237,236906,67,150,11000000,550000,1000
14238,241258,70,163,344000,160000,3000
14239,138091,74,190,75000,60000,2000
14240,236651,73,174,630000,350000,2000
14241,238955,70,154,578000,350000,1000
14242,215660,72,174,363000,250000,1000
14243,243308,73,172,12000000,450000,2000
14244,245100,74,190,694000,375000,6000
14245,222829,74,183,585000,325000,2000
14246,228461,72,159,431000,325000,1000
14247,245357,67,150,375000,250000,3000
14248,244078,72,165,660000,400000,1000
14249,226415,69,141,731000,375000,1000
14250,238703,74,179,544000,375000,1000
14251,242543,73,183,342000,240000,1000
14252,243055,69,143,15000000,525000,7000
14253,246127,73,170,12000000,525000,5000
14254,237936,70,161,580000,400000,1000
14255,214641,72,143,493000,270000,1000
