Id;Location;Year;Kilometers_Driven;Fuel_Type
4506;Jaipur;2016;6714;Petrol
4507;Pune;2009;40000;Petrol
4508;Coimbatore;2011;88539;Diesel
4509;Delhi;2012;65055;Petrol
4510;Mumbai;2014;23000;Diesel
4511;Chennai;2009;60000;Diesel
4512;Kochi;2013;59350;Petrol
4513;Bangalore;2015;19000;Diesel
4514;Kochi;2016;45560;Petrol
4515;Pune;2009;118000;Diesel
4516;Chennai;2016;55000;Petrol
4517;Delhi;2012;60000;Diesel
4518;Chennai;2007;145000;Diesel
4519;Mumbai;2008;46810;Petrol
4520;Coimbatore;2016;62767;Diesel
4521;Kochi;2018;18553;Petrol
4522;Hyderabad;2011;143143;Diesel
4523;Coimbatore;2015;53497;Diesel
4524;Bangalore;2011;148000;Diesel
4525;Pune;2012;95000;Diesel
4526;Chennai;2015;100000;Diesel
4527;Chennai;2016;29000;Diesel
4528;Bangalore;2014;87000;Diesel
4529;Kochi;2014;56838;Petrol
4530;Pune;2013;100000;Diesel
4531;Kolkata;2011;125000;Petrol
4532;Kolkata;2017;17000;Petrol
4533;Pune;2013;70000;Petrol
4534;Pune;2010;50000;Petrol
4535;Kolkata;2010;39800;Petrol
4536;Kolkata;2010;60000;Petrol
4537;Hyderabad;2009;58000;Diesel
4538;Hyderabad;2010;110009;Diesel
4539;Hyderabad;2013;85000;Diesel
4540;Pune;2010;84000;Diesel
4541;Mumbai;2011;51000;Diesel
4542;Kochi;2013;68880;Petrol
4543;Chennai;2017;5500;Petrol
4544;Coimbatore;2016;40052;Petrol
4545;Coimbatore;2016;47293;Diesel
4546;Hyderabad;2013;79663;Diesel
4547;Jaipur;2013;63000;Diesel
4548;Kolkata;2014;45000;Diesel
4549;Kochi;2014;56501;Diesel
4550;Jaipur;2015;58000;Diesel
4551;Coimbatore;2011;51602;Diesel
4552;Hyderabad;2007;74199;Diesel
4553;Ahmedabad;2017;25000;Petrol
4554;Pune;2016;70000;Diesel
4555;Bangalore;2013;25000;Diesel
4556;Hyderabad;2017;22000;Diesel
4557;Hyderabad;2015;47020;Petrol
4558;Mumbai;2017;8000;Diesel
4559;Delhi;2010;73000;Diesel
4560;Kochi;2017;36973;Petrol
4561;Coimbatore;2014;42083;Petrol
4562;Chennai;2016;61000;Petrol
4563;Mumbai;2014;43628;Petrol
4564;Jaipur;2014;60000;Diesel
4565;Delhi;2010;54000;Petrol
4566;Kochi;2015;27001;Diesel
4567;Chennai;2010;52000;Diesel
4568;Hyderabad;2012;80000;Diesel
4569;Chennai;2008;160000;Diesel
4570;Chennai;2018;3300;Diesel
4571;Delhi;2016;35027;Petrol
4572;Coimbatore;2015;26568;Petrol
4573;Ahmedabad;2015;59000;Diesel
4574;Bangalore;2016;51000;Diesel
4575;Delhi;2012;56400;Diesel
4576;Hyderabad;2015;80000;Diesel
4577;Delhi;2012;72000;Diesel
4578;Hyderabad;2013;107000;Diesel
4579;Pune;2014;100000;Diesel
4580;Kochi;2016;59998;Diesel
4581;Hyderabad;2013;105000;Diesel
4582;Kolkata;2011;36000;Petrol
4583;Kolkata;2015;24350;Petrol
4584;Kochi;2018;28973;Diesel
4585;Kochi;2017;8243;Petrol
4586;Chennai;2009;136642;Petrol
4587;Hyderabad;2011;60000;Petrol
4588;Chennai;2008;100000;Diesel
4589;Jaipur;2010;48689;Petrol
4590;Bangalore;2017;45000;Diesel
4591;Kochi;2019;38163;Diesel
4592;Chennai;2011;43800;Diesel
4593;Jaipur;2007;92000;Petrol
4594;Kochi;2017;14064;Petrol
4595;Coimbatore;2017;42366;Diesel
4596;Jaipur;2014;76551;Diesel
4597;Pune;2008;72672;Petrol
4598;Kolkata;2015;45000;Diesel
4599;Hyderabad;2012;91696;Diesel
4600;Kochi;2009;66484;Petrol
4601;Coimbatore;2019;15456;Diesel
4602;Mumbai;2011;55000;Diesel
4603;Kochi;2019;21112;CNG
4604;Pune;2011;98000;Petrol
4605;Ahmedabad;2014;61297;Diesel
4606;Hyderabad;2006;80000;Petrol
4607;Jaipur;2013;59000;Petrol
4608;Chennai;2009;150000;Diesel
4609;Coimbatore;2017;60083;Diesel
4610;Kolkata;2016;85450;Diesel
4611;Jaipur;2013;88000;Diesel
4612;Kochi;2015;81828;Diesel
4613;Mumbai;2016;18000;Petrol
4614;Chennai;2017;15000;Diesel
4615;Kolkata;2016;34000;Diesel
4616;Ahmedabad;2015;46000;Petrol
4617;Hyderabad;2013;48158;Diesel
4618;Hyderabad;2013;93000;Diesel
4619;Ahmedabad;2013;71007;Diesel
4620;Pune;2010;63067;Petrol
4621;Hyderabad;2011;70259;Diesel
4622;Ahmedabad;2015;13000;Diesel
4623;Pune;2009;140000;Diesel
4624;Jaipur;2015;130000;Diesel
4625;Delhi;2011;89401;Diesel
4626;Hyderabad;2015;67000;Diesel
4627;Kochi;2010;65329;Petrol
4628;Jaipur;2010;72000;Petrol
4629;Jaipur;2001;70000;Petrol
4630;Mumbai;2011;82000;Diesel
4631;Pune;2010;85000;Petrol
4632;Pune;2012;83000;Diesel
4633;Jaipur;2016;26000;Petrol
4634;Delhi;2012;27000;Diesel
4635;Kochi;2018;37746;Diesel
4636;Mumbai;2009;63274;Petrol
4637;Hyderabad;2016;25000;Petrol
4638;Bangalore;2013;197000;Diesel
4639;Bangalore;2013;45010;Petrol
4640;Delhi;2013;75348;Diesel
4641;Kolkata;2010;90110;Diesel
4642;Pune;2011;102013;Petrol
4643;Pune;2015;36000;Diesel
4644;Kochi;2017;37578;Petrol
4645;Pune;2015;46001;Diesel
4646;Hyderabad;2014;46559;Petrol
4647;Mumbai;2015;48000;Diesel
4648;Pune;2013;46000;Diesel
4649;Hyderabad;2017;15000;Petrol
4650;Chennai;2012;85000;Diesel
4651;Mumbai;2014;32000;Petrol
4652;Kochi;2012;60818;Petrol
4653;Coimbatore;2019;35188;Diesel
4654;Jaipur;2012;110000;Diesel
4655;Mumbai;2014;61000;Diesel
4656;Pune;2010;75000;Petrol
4657;Delhi;2015;55000;Diesel
4658;Pune;2003;69966;Petrol
4659;Mumbai;2016;42000;Petrol
4660;Bangalore;2014;48000;Diesel
4661;Kolkata;2015;35000;Diesel
4662;Chennai;2005;128000;Diesel
4663;Bangalore;2008;78000;Diesel
4664;Hyderabad;2011;53080;Petrol
4665;Pune;2011;66000;Petrol
4666;Ahmedabad;2012;25000;Petrol
4667;Coimbatore;2016;36139;Petrol
4668;Delhi;2017;44000;Diesel
4669;Ahmedabad;2008;50000;Diesel
4670;Delhi;2016;81177;Diesel
4671;Mumbai;2016;26000;Petrol
4672;Mumbai;2016;100000;Diesel
4673;Hyderabad;2014;75000;Diesel
4674;Kochi;2004;119859;Petrol
4675;Mumbai;2010;55980;Petrol
4676;Hyderabad;2015;30000;Diesel
4677;Pune;2012;49700;Diesel
4678;Chennai;2013;79000;Diesel
4679;Delhi;2010;65100;Petrol
4680;Pune;2016;54161;Diesel
4681;Hyderabad;2011;28619;Petrol
4682;Mumbai;2016;9000;Petrol
4683;Kochi;2016;42876;Diesel
4684;Bangalore;2011;64000;Petrol
4685;Kochi;2018;20488;Petrol
4686;Delhi;2016;21000;Petrol
4687;Jaipur;2012;119203;Diesel
4688;Kochi;2011;55987;Petrol
4689;Coimbatore;2017;72668;Diesel
4690;Mumbai;2015;32000;Petrol
4691;Bangalore;2014;3000;Petrol
4692;Mumbai;2015;10400;Petrol
4693;Mumbai;2013;35000;Diesel
4694;Kochi;2013;55101;Petrol
4695;Bangalore;2014;57464;Diesel
4696;Jaipur;2006;110000;Petrol
4697;Kochi;2017;17941;Petrol
4698;Mumbai;2014;72000;Petrol
4699;Delhi;2012;16000;Diesel
4700;Kochi;2011;62020;Petrol
4701;Pune;2014;85000;Diesel
4702;Kochi;2018;14223;Petrol
4703;Jaipur;2014;41210;Petrol
4704;Bangalore;2015;20000;Diesel
4705;Coimbatore;2016;18043;Petrol
4706;Chennai;2016;80000;Diesel
4707;Hyderabad;2016;21000;Petrol
4708;Bangalore;2016;49000;Diesel
4709;Hyderabad;1998;104000;Petrol
4710;Chennai;2010;95000;Petrol
4711;Pune;2015;32000;Petrol
4712;Pune;2003;80000;Petrol
4713;Hyderabad;2014;122800;Diesel
4714;Ahmedabad;2011;78000;Diesel
4715;Ahmedabad;2015;69000;Diesel
4716;Pune;2015;65000;Diesel
4717;Ahmedabad;2015;23000;Petrol
4718;Ahmedabad;2009;70000;Petrol
4719;Chennai;2014;250000;Diesel
4720;Delhi;2012;56000;Petrol
4721;Pune;2013;30000;Petrol
4722;Kolkata;2010;35000;Petrol
4723;Jaipur;2013;92250;Diesel
4724;Pune;2018;40000;Petrol
4725;Kochi;2014;96848;Petrol
4726;Delhi;2016;42000;Diesel
4727;Kolkata;2013;55886;Diesel
4728;Kochi;2019;12336;Petrol
4729;Chennai;2009;60000;Petrol
4730;Pune;2003;83000;Petrol
4731;Pune;2018;24000;Petrol
4732;Pune;2016;32198;Petrol
4733;Hyderabad;2014;92247;Diesel
4734;Chennai;2011;121311;Diesel
4735;Coimbatore;2016;66296;Diesel
4736;Mumbai;2015;41000;Petrol
4737;Kochi;2017;38681;Diesel
4738;Kochi;2008;43761;Petrol
4739;Hyderabad;2017;17400;Diesel
4740;Bangalore;2013;61510;Diesel
4741;Delhi;2014;60000;Petrol
4742;Bangalore;2014;35165;Diesel
4743;Kochi;2016;41617;Petrol
4744;Kolkata;2005;45000;Petrol
4745;Delhi;2014;65000;Petrol
4746;Delhi;2011;68000;Petrol
4747;Mumbai;2013;49000;Petrol
4748;Coimbatore;2019;16698;Petrol
4749;Ahmedabad;2016;30965;Petrol
4750;Mumbai;2014;56058;Petrol
4751;Pune;2017;15356;Petrol
4752;Delhi;2013;54000;Diesel
4753;Pune;2011;47000;Petrol
4754;Kochi;2015;21652;Petrol
4755;Hyderabad;2016;52000;Diesel
4756;Kolkata;2010;35010;Diesel
4757;Hyderabad;2006;76662;Diesel
4758;Jaipur;2009;89000;Petrol
4759;Jaipur;2006;80000;Petrol
4760;Kochi;2018;39023;Diesel
4761;Jaipur;2004;62000;Petrol
4762;Jaipur;2015;78046;Diesel
4763;Kolkata;2015;34400;Diesel
4764;Coimbatore;2016;64624;Petrol
4765;Mumbai;2014;69192;Petrol
4766;Chennai;2012;55000;Diesel
4767;Mumbai;2005;81000;Petrol
4768;Kochi;2016;36733;Petrol
4769;Kochi;2017;24310;CNG
4770;Mumbai;2016;43022;Diesel
4771;Jaipur;2013;74000;Diesel
4772;Kolkata;2014;47000;Diesel
4773;Kochi;2017;37460;Petrol
4774;Mumbai;2011;130000;Diesel
4775;Coimbatore;2017;31576;Petrol
4776;Mumbai;2011;66000;Petrol
4777;Mumbai;2008;79000;Petrol
4778;Bangalore;2011;47140;Diesel
4779;Bangalore;2016;36610;Diesel
4780;Bangalore;2016;93000;Diesel
4781;Hyderabad;2007;52195;Petrol
4782;Mumbai;2016;20003;Diesel
4783;Delhi;2013;66314;Diesel
4784;Chennai;2009;76000;Diesel
4785;Bangalore;2015;29000;Diesel
4786;Mumbai;2011;30000;Diesel
4787;Coimbatore;2013;56526;Petrol
4788;Hyderabad;2015;38000;Diesel
4789;Chennai;2012;41000;Diesel
4790;Hyderabad;2009;53000;Diesel
4791;Chennai;2003;125000;Diesel
4792;Chennai;2010;242000;Diesel
4793;Chennai;2015;90000;Diesel
4794;Hyderabad;2018;11000;Diesel
4795;Kochi;2018;21936;Diesel
4796;Pune;2013;41000;Petrol
4797;Chennai;2011;47000;Petrol
4798;Chennai;2009;110000;Diesel
4799;Coimbatore;2015;45960;Petrol
4800;Bangalore;2013;48000;Diesel
4801;Hyderabad;2011;68000;Diesel
4802;Mumbai;2011;41000;Petrol
4803;Jaipur;2013;69573;Diesel
4804;Chennai;2012;115000;Diesel
4805;Kolkata;2012;47629;Diesel
4806;Jaipur;2004;66624;Petrol
4807;Delhi;2013;80000;Petrol
4808;Pune;2012;94868;Diesel
4809;Mumbai;2010;76477;Diesel
4810;Chennai;2016;28000;Petrol
4811;Coimbatore;2017;28599;Diesel
4812;Bangalore;2013;45348;Diesel
4813;Coimbatore;2013;80127;Diesel
4814;Delhi;2013;68000;Diesel
4815;Pune;2012;75000;Diesel
4816;Delhi;2006;48000;Petrol
4817;Coimbatore;2019;41871;Diesel
4818;Coimbatore;2015;84931;Diesel
4819;Kolkata;2016;15000;Petrol
4820;Chennai;2009;110000;Diesel
4821;Mumbai;2011;5900;Petrol
4822;Chennai;2002;103653;Petrol
4823;Chennai;2012;64806;Petrol
4824;Pune;2016;35000;Petrol
4825;Bangalore;2016;40000;Petrol
4826;Kochi;2015;23876;Petrol
4827;Coimbatore;2013;67901;Diesel
4828;Pune;2014;68865;Diesel
4829;Pune;2014;71000;Diesel
4830;Chennai;2004;95000;Petrol
4831;Kolkata;2014;25000;Diesel
4832;Hyderabad;2012;180000;Diesel
4833;Mumbai;2005;131000;Diesel
4834;Delhi;2011;65000;Diesel
4835;Hyderabad;2012;117777;Diesel
4836;Bangalore;2009;65000;Petrol
4837;Kochi;2017;46897;Petrol
4838;Coimbatore;2015;36695;Petrol
4839;Kolkata;2011;43000;Petrol
4840;Mumbai;2008;54000;Petrol
4841;Hyderabad;2011;89000;Diesel
4842;Mumbai;2014;7000;Petrol
4843;Hyderabad;2014;58470;Petrol
4844;Kolkata;2014;37000;Petrol
4845;Mumbai;2016;29000;Diesel
4846;Hyderabad;2013;52000;Diesel
4847;Kolkata;2013;32807;Petrol
4848;Hyderabad;2013;86000;Diesel
4849;Delhi;2014;66500;Diesel
4850;Ahmedabad;2012;94000;Diesel
4851;Chennai;2011;29000;Petrol
4852;Chennai;2010;107389;Diesel
4853;Ahmedabad;2015;36100;Petrol
4854;Mumbai;2015;16329;Diesel
4855;Hyderabad;2014;36000;Diesel
4856;Kochi;2017;41816;Diesel
4857;Jaipur;2015;54680;Petrol
4858;Hyderabad;2017;14000;Diesel
4859;Kochi;2017;23977;Petrol
4860;Hyderabad;2013;30131;Petrol
4861;Hyderabad;2017;2530;Petrol
4862;Hyderabad;2015;39000;Diesel
4863;Chennai;2001;140000;Petrol
4864;Kochi;2017;32257;Diesel
4865;Kochi;2016;46983;Diesel
4866;Chennai;2008;107000;Diesel
4867;Mumbai;2017;19000;Petrol
4868;Bangalore;2013;88000;Diesel
4869;Coimbatore;2012;84384;Diesel
4870;Chennai;2011;128000;Diesel
4871;Bangalore;2011;71000;Diesel
4872;Kolkata;2008;50000;Diesel
4873;Chennai;2016;16000;Petrol
4874;Kolkata;2017;82000;Diesel
4875;Delhi;2008;80000;Petrol
4876;Delhi;2015;36000;Petrol
4877;Coimbatore;2018;17477;Petrol
4878;Coimbatore;2016;16725;Petrol
4879;Mumbai;2014;48241;Petrol
4880;Kochi;2014;52431;Petrol
4881;Bangalore;2012;68000;Diesel
4882;Hyderabad;2012;158000;Diesel
4883;Coimbatore;2014;31446;Petrol
4884;Chennai;2015;25000;Petrol
4885;Ahmedabad;2016;57000;Petrol
4886;Hyderabad;2007;76000;Petrol
4887;Kochi;2018;57078;Diesel
4888;Kochi;2016;47471;Diesel
4889;Hyderabad;2014;50000;Diesel
4890;Ahmedabad;2010;62000;Diesel
4891;Coimbatore;2013;65807;Petrol
4892;Hyderabad;2014;81768;Diesel
4893;Kochi;2018;9952;Petrol
4894;Hyderabad;2017;24000;Diesel
4895;Hyderabad;2012;72921;Diesel
4896;Pune;2012;59000;Petrol
4897;Mumbai;2014;33000;Diesel
4898;Pune;2016;36789;Petrol
4899;Jaipur;2014;41000;Diesel
4900;Hyderabad;2007;71000;Petrol
4901;Jaipur;2015;46650;Petrol
4902;Mumbai;2018;3000;Petrol
4903;Coimbatore;2014;14799;Petrol
4904;Mumbai;2011;44000;Electric
4905;Hyderabad;2015;68525;Diesel
4906;Hyderabad;2018;15000;Diesel
4907;Ahmedabad;2017;29000;Petrol
4908;Kochi;2012;77407;Diesel
4909;Jaipur;2007;118000;Petrol
4910;Delhi;2013;75000;Diesel
4911;Pune;2012;69000;Petrol
4912;Kochi;2016;52553;Diesel
4913;Mumbai;2014;58000;Diesel
4914;Mumbai;2017;24000;Diesel
4915;Hyderabad;2015;65542;Diesel
4916;Ahmedabad;2013;68008;Diesel
4917;Coimbatore;2017;22251;Diesel
4918;Chennai;2013;55000;Petrol
4919;Kochi;2017;19387;Petrol
4920;Pune;2014;58000;CNG
4921;Mumbai;2016;24001;Petrol
4922;Kolkata;2008;17000;Diesel
4923;Delhi;2015;28500;Petrol
4924;Jaipur;2014;66000;Diesel
4925;Delhi;2017;22000;Diesel
4926;Coimbatore;2018;44383;Petrol
4927;Mumbai;2013;45000;Diesel
4928;Jaipur;2015;58000;Diesel
4929;Delhi;2016;69000;Petrol
4930;Coimbatore;2017;60993;Diesel
4931;Pune;2016;67000;Diesel
4932;Kochi;2014;51134;Diesel
4933;Chennai;2011;55000;Diesel
4934;Coimbatore;2018;25082;Diesel
4935;Delhi;2012;68350;Diesel
4936;Hyderabad;2015;50000;Diesel
4937;Pune;2015;97000;Diesel
4938;Coimbatore;2015;56238;Diesel
4939;Jaipur;2014;72618;Diesel
4940;Hyderabad;2012;62005;Diesel
4941;Hyderabad;2012;61250;Diesel
4942;Coimbatore;2014;28469;Diesel
4943;Kochi;2018;21488;Petrol
4944;Pune;2014;197000;Diesel
4945;Pune;2009;138205;Diesel
4946;Jaipur;2012;160000;Diesel
4947;Coimbatore;2012;67590;Petrol
4948;Mumbai;2012;52000;Diesel
4949;Bangalore;2008;100000;Diesel
4950;Kolkata;2017;60048;Diesel
4951;Mumbai;2009;48000;Petrol
4952;Kolkata;2010;47000;Petrol
4953;Jaipur;2011;100000;Petrol
4954;Coimbatore;2013;62601;Diesel
4955;Bangalore;2006;80010;Petrol
4956;Coimbatore;2017;26493;Diesel
4957;Hyderabad;2011;96000;Diesel
4958;Jaipur;2014;45700;Petrol
4959;Kolkata;2005;13000;Petrol
4960;Kolkata;2013;38000;Petrol
4961;Coimbatore;2019;8018;Petrol
4962;Bangalore;2010;144400;Diesel
4963;Jaipur;2010;152000;Diesel
4964;Pune;2013;71000;Diesel
4965;Jaipur;2012;80000;Petrol
4966;Mumbai;2014;87143;Diesel
4967;Mumbai;2012;25000;Petrol
4968;Pune;2018;2000;Petrol
4969;Kochi;2014;45239;Diesel
4970;Hyderabad;2011;101999;Diesel
4971;Mumbai;2014;74219;Diesel
4972;Mumbai;2016;25000;Petrol
4973;Hyderabad;2008;109606;Diesel
4974;Kolkata;2015;36000;Diesel
4975;Coimbatore;2016;41810;Petrol
4976;Jaipur;2014;93321;Diesel
4977;Hyderabad;2011;81000;Petrol
4978;Kochi;2019;25717;Petrol
4979;Delhi;2015;37000;Diesel
4980;Coimbatore;2017;56380;Diesel
4981;Chennai;2017;8000;Petrol
4982;Kochi;2018;14589;Petrol
4983;Delhi;2013;65088;Petrol
4984;Coimbatore;2019;24864;Diesel
4985;Coimbatore;2011;64831;Petrol
4986;Kolkata;2013;38001;Diesel
4987;Mumbai;2008;77000;Petrol
4988;Hyderabad;2016;27000;Diesel
4989;Mumbai;2016;39000;Diesel
4990;Pune;2015;131000;Diesel
4991;Kolkata;2015;43000;Diesel
4992;Pune;2011;68000;Diesel
4993;Bangalore;2016;45165;Diesel
4994;Hyderabad;2007;120000;Diesel
4995;Coimbatore;2014;86091;Diesel
4996;Delhi;2009;71499;Petrol
4997;Chennai;2014;50000;Diesel
4998;Jaipur;2015;66000;Diesel
4999;Kolkata;2010;45000;Petrol
5000;Hyderabad;2015;69189;Diesel
5001;Mumbai;2014;40206;Diesel
5002;Kochi;2017;36723;Diesel
5003;Mumbai;2010;57500;Petrol
5004;Kochi;2018;43912;CNG
5005;Hyderabad;2011;52000;Diesel
5006;Kochi;2014;60952;Petrol
5007;Chennai;2013;87192;Diesel
5008;Delhi;2014;58000;Diesel
5009;Pune;2017;59500;Diesel
5010;Mumbai;2016;16650;Petrol
5011;Kochi;2018;34696;Petrol
5012;Kochi;2018;42243;Diesel
5013;Jaipur;2016;57824;Diesel
5014;Jaipur;2011;110000;Diesel
5015;Delhi;2006;63000;Petrol
5016;Delhi;2013;72000;Diesel
5017;Hyderabad;2013;63455;Diesel
5018;Hyderabad;2017;17151;Diesel
5019;Pune;2016;31001;Diesel
5020;Kolkata;2014;42109;Diesel
5021;Delhi;2015;55000;Diesel
5022;Hyderabad;2013;46000;Diesel
5023;Hyderabad;2013;30852;Petrol
5024;Pune;2011;65000;Petrol
5025;Delhi;2015;65000;Diesel
5026;Delhi;2013;72000;Diesel
5027;Bangalore;2014;29000;Diesel
5028;Kolkata;2015;32000;Petrol
5029;Chennai;2016;29875;Petrol
5030;Kochi;2018;32539;Diesel
5031;Hyderabad;2015;83090;Diesel
5032;Hyderabad;2016;62679;Diesel
5033;Mumbai;2010;93000;Petrol
5034;Mumbai;2006;44000;Petrol
5035;Bangalore;2010;78400;Petrol
5036;Mumbai;2014;71300;Petrol
5037;Kolkata;2015;18000;Petrol
5038;Coimbatore;2019;24013;Diesel
5039;Ahmedabad;2009;99100;Petrol
5040;Mumbai;2003;62000;Petrol
5041;Kolkata;2017;14000;Diesel
5042;Coimbatore;2015;44811;Diesel
5043;Ahmedabad;2014;44000;Petrol
5044;Chennai;2010;136000;Diesel
5045;Jaipur;2010;144113;Diesel
5046;Coimbatore;2012;94989;Petrol
5047;Chennai;2012;58133;Diesel
5048;Pune;2008;61000;Petrol
5049;Kolkata;2017;27000;Diesel
5050;Ahmedabad;2014;18050;Petrol
5051;Hyderabad;2007;145277;Petrol
5052;Ahmedabad;2015;42000;Diesel
5053;Delhi;2011;86000;Diesel
5054;Ahmedabad;2015;42150;Diesel
5055;Pune;2015;30158;Petrol
5056;Bangalore;2011;47000;Diesel
5057;Ahmedabad;2013;39000;Petrol
5058;Coimbatore;2016;32125;Petrol
5059;Coimbatore;2017;58829;Diesel
5060;Coimbatore;2013;67559;Petrol
5061;Pune;2013;55000;Petrol
5062;Kolkata;2018;30000;Petrol
5063;Mumbai;2016;28000;Petrol
5064;Kochi;2016;31826;Diesel
5065;Hyderabad;2016;64000;Diesel
5066;Jaipur;2008;100009;Petrol
5067;Coimbatore;2019;17201;Diesel
5068;Delhi;2014;74345;Diesel
5069;Kochi;2015;58134;Petrol
5070;Kochi;2010;30566;Petrol
5071;Chennai;2012;55231;Petrol
5072;Kochi;2016;67774;Diesel
5073;Mumbai;2013;50319;Petrol
5074;Ahmedabad;2013;45000;Petrol
5075;Kolkata;2007;43627;Petrol
5076;Kolkata;2013;45000;Diesel
5077;Mumbai;2014;10500;Petrol
5078;Coimbatore;2017;21789;Diesel
5079;Coimbatore;2019;21134;Petrol
5080;Kolkata;2011;90000;Diesel
5081;Kochi;2014;51553;Diesel
5082;Delhi;2011;31000;Petrol
5083;Delhi;2011;67422;Petrol
5084;Kochi;2015;60519;Diesel
5085;Kolkata;2009;34000;Diesel
5086;Hyderabad;2013;68434;Diesel
5087;Pune;2014;17000;Petrol
5088;Coimbatore;2011;43686;Petrol
5089;Kolkata;2012;22000;Diesel
5090;Mumbai;2013;79225;Diesel
5091;Pune;2007;63000;Petrol
5092;Hyderabad;2014;61922;Petrol
5093;Chennai;2015;85000;Diesel
5094;Kochi;2017;26192;Diesel
5095;Delhi;2013;65000;Diesel
5096;Delhi;2014;44999;Diesel
5097;Mumbai;2008;81308;Diesel
5098;Delhi;2016;35000;Petrol
5099;Coimbatore;2012;65349;Petrol
5100;Hyderabad;2012;80000;Petrol
5101;Mumbai;2012;61000;Petrol
5102;Kochi;2019;31817;Petrol
5103;Hyderabad;2016;41000;Diesel
5104;Kochi;2010;82606;Petrol
5105;Ahmedabad;2015;52000;Diesel
5106;Coimbatore;2011;50318;Petrol
5107;Hyderabad;2016;50000;Diesel
5108;Bangalore;2012;72000;Diesel
5109;Delhi;2015;63776;Diesel
5110;Mumbai;2015;28133;Petrol
5111;Kolkata;2017;45000;Diesel
5112;Jaipur;2015;55697;Diesel
5113;Delhi;2012;62000;Diesel
5114;Mumbai;2011;48000;Petrol
5115;Pune;2010;90246;Petrol
5116;Hyderabad;2015;80500;Diesel
5117;Pune;2012;119000;Diesel
5118;Bangalore;2016;28541;Diesel
5119;Kolkata;2008;45500;Petrol
5120;Chennai;2012;41000;Petrol
5121;Mumbai;2010;58000;Petrol
5122;Chennai;2015;99000;Diesel
5123;Delhi;2014;31200;Petrol
5124;Chennai;2009;85000;Diesel
5125;Hyderabad;2016;60924;Petrol
5126;Chennai;2012;45000;Petrol
5127;Kolkata;2011;44000;Petrol
5128;Kochi;2016;30534;Petrol
5129;Kochi;2016;46399;Petrol
5130;Kolkata;2008;42000;Petrol
5131;Delhi;2011;67000;Diesel
5132;Mumbai;2013;58000;Diesel
5133;Coimbatore;2015;27000;Petrol
5134;Mumbai;2012;39566;Petrol
5135;Chennai;2016;14980;Diesel
5136;Jaipur;2017;18491;Petrol
5137;Jaipur;2000;90000;Petrol
5138;Pune;2015;118211;Diesel
5139;Coimbatore;2016;63316;Diesel
5140;Delhi;2014;42000;Diesel
5141;Kochi;2015;25648;Petrol
5142;Delhi;2011;67612;Diesel
5143;Mumbai;2016;33000;Diesel
5144;Mumbai;2015;20000;Petrol
5145;Pune;2007;143000;Petrol
5146;Coimbatore;2014;118218;Diesel
5147;Pune;2012;99000;Diesel
5148;Pune;2016;22700;Petrol
5149;Jaipur;2017;28000;Diesel
5150;Kolkata;2014;62000;Diesel
5151;Hyderabad;2012;107023;Diesel
5152;Delhi;2012;71082;Diesel
5153;Mumbai;2013;60000;Diesel
5154;Delhi;2014;21701;Petrol
5155;Mumbai;2011;56000;Petrol
5156;Delhi;2016;32450;Petrol
5157;Jaipur;2016;12500;Petrol
5158;Kochi;2019;20483;Diesel
5159;Hyderabad;2014;45800;Diesel
5160;Coimbatore;2015;35441;Petrol
5161;Bangalore;2015;86398;Diesel
5162;Chennai;2012;150000;Diesel
5163;Hyderabad;2014;89000;Diesel
5164;Hyderabad;2010;68375;Petrol
5165;Pune;2013;52000;Petrol
5166;Jaipur;2017;39000;Diesel
5167;Bangalore;2014;68000;Petrol
5168;Jaipur;2007;71000;Petrol
5169;Hyderabad;2012;72003;Diesel
5170;Hyderabad;2014;135670;Diesel
5171;Kochi;2017;65850;Diesel
5172;Coimbatore;2015;53920;Petrol
5173;Ahmedabad;2014;58000;Diesel
5174;Kolkata;2016;4000;Petrol
5175;Chennai;2010;58000;Diesel
5176;Kochi;2016;29832;Petrol
5177;Chennai;2016;71156;Diesel
5178;Delhi;2015;64687;CNG
5179;Hyderabad;2011;54000;Diesel
5180;Bangalore;2009;75000;Petrol
5181;Kochi;2015;39208;Petrol
5182;Kolkata;2014;41000;Diesel
5183;Coimbatore;2013;38622;Petrol
5184;Chennai;2016;18000;Petrol
5185;Delhi;2012;52000;Petrol
5186;Mumbai;2011;45000;Petrol
5187;Mumbai;2014;48656;Petrol
5188;Bangalore;2012;79000;Diesel
5189;Bangalore;2012;88000;Diesel
5190;Delhi;2009;92000;Petrol
5191;Chennai;2019;9000;Diesel
5192;Coimbatore;2008;50121;Petrol
5193;Hyderabad;2014;79000;Diesel
5194;Hyderabad;2014;46000;Diesel
5195;Pune;2012;100000;Petrol
5196;Kolkata;2015;41000;Petrol
5197;Chennai;2015;25000;Petrol
5198;Pune;2014;71899;Diesel
5199;Mumbai;2016;7100;Petrol
5200;Coimbatore;2018;38171;Petrol
5201;Bangalore;2013;70359;Diesel
5202;Chennai;2011;200000;Diesel
5203;Chennai;2017;26969;Diesel
5204;Chennai;2011;56500;Diesel
5205;Kolkata;2014;40000;Diesel
5206;Kolkata;2014;41000;Diesel
5207;Kochi;2017;53105;Petrol
5208;Mumbai;2013;23000;Diesel
5209;Hyderabad;2016;80999;Diesel
5210;Chennai;2012;82000;Diesel
